name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"India, karnataka",2023-01-31,82.6,64.4,72.5,81.7,64.4,72.4,59.7,68.1,0,0,0,,0,0,23.7,12.7,64.4,1016.1,42,3.8,227.6,19.6,8,10,2023-01-31T06:46:07,2023-01-31T18:20:08,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-01,82.4,60.7,71.5,81.9,60.7,71.5,57.6,64.4,0,0,0,,0,0,24.4,34.9,52.4,1015.8,38.9,3.6,248,21.4,9,10,2023-02-01T06:45:59,2023-02-01T18:20:34,0.35,Partially cloudy,Partly cloudy throughout the day.,wind,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-02,79.1,62.5,70.9,79.1,62.5,70.9,53.7,56.3,0,0,0,,0,0,26.8,13.9,62,1016.1,45.5,3.5,162,14,7,10,2023-02-02T06:45:50,2023-02-02T18:20:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-03,78.8,60.7,71.2,78.8,60.7,71.2,59,66.2,0,0,0,,0,0,24.8,13.8,67.2,1016.7,54.3,3.2,151.1,13.1,6,10,2023-02-03T06:45:40,2023-02-03T18:21:23,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-04,85.4,62.5,74.2,82.7,62.5,73.6,53.3,51.9,0,0,0,,0,0,22.6,11.5,73.2,1016,23.4,5,256.2,22.1,9,10,2023-02-04T06:45:29,2023-02-04T18:21:47,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,remote,43295099999"
"India, karnataka",2023-02-05,87.5,62.5,74.7,84.1,62.5,73.9,52,52.1,0,0,0,,0,0,19.9,15.8,80.5,1015.8,20.5,3.9,272.3,23.6,9,10,2023-02-05T06:45:17,2023-02-05T18:22:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-06,86,60.7,73.1,83.1,60.7,72.5,52.7,53.8,0,0,0,,0,0,17.9,12.5,91.6,1016.1,19.7,3.8,274.7,23.7,9,10,2023-02-06T06:45:04,2023-02-06T18:22:33,0.52,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-07,87.6,60.8,74.2,85.6,60.8,73.7,56.2,57.8,0,0,0,,0,0,13,6.9,106.9,1016.1,17.2,3.8,261.9,22.7,9,10,2023-02-07T06:44:50,2023-02-07T18:22:55,0.55,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-08,86.1,62.5,74.6,85.2,62.5,74.3,57.6,58.4,0,0,0,,0,0,17.4,10.2,83.3,1016.1,10,3.9,273.3,23.6,9,10,2023-02-08T06:44:34,2023-02-08T18:23:16,0.59,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-09,86.1,62.5,74.2,83.7,62.5,73.7,55.5,56.4,0,0,0,,0,0,20.8,11.4,87,1016.7,10.9,3.7,275.3,23.7,9,10,2023-02-09T06:44:18,2023-02-09T18:23:37,0.62,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-10,86.1,61.7,73.9,83.1,61.7,73.2,51.2,50.3,0,0,0,,0,0,21.9,10.4,65.4,1017.9,15.6,3.6,279.7,24.1,10,10,2023-02-10T06:44:01,2023-02-10T18:23:57,0.65,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-11,87.6,59,73.2,84.2,59,72.3,49.1,49,0,0,0,,0,0,19,10.3,60,1018.1,17,3.7,284.3,24.6,10,10,2023-02-11T06:43:43,2023-02-11T18:24:17,0.69,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-12,89.3,59.9,74.7,85.4,59.9,73.7,48.8,45.5,0,0,0,,0,0,22.1,13.8,71.7,1015.5,10.3,4.1,284.8,24.6,10,10,2023-02-12T06:43:24,2023-02-12T18:24:36,0.72,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-13,87.9,58.1,74.4,84.8,58.1,73.6,49.3,43.9,0,0,0,,0,0,25.5,13.6,65.8,1018.3,5.4,4.1,284.9,24.6,10,10,2023-02-13T06:43:03,2023-02-13T18:24:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-14,87.9,58.9,74,84.5,58.9,73.2,47.9,43.6,0,0,0,,0,0,19.2,9,77.5,1017.9,6.8,4.1,289.3,24.8,10,10,2023-02-14T06:42:42,2023-02-14T18:25:12,0.79,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-15,88.9,59,74.1,85.4,59,73.3,50.1,47.7,0,0,0,,0,0,21.3,13.7,66.2,1016.5,4,4,289.4,24.8,10,10,2023-02-15T06:42:20,2023-02-15T18:25:29,0.83,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-16,87.9,57.5,74.1,84.4,57.5,73.2,49.5,47.9,0,0,0,,0,0,24.8,13.9,73.8,1016.4,4.7,3.8,291.2,25.1,10,10,2023-02-16T06:41:58,2023-02-16T18:25:46,0.86,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-17,86.1,60.7,74.1,83.1,60.7,73.3,49.3,48.2,0,0,0,,0,0,22.6,13.7,89.9,1017.2,2.9,3.9,292,25.3,10,10,2023-02-17T06:41:34,2023-02-17T18:26:02,0.9,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-18,87.5,61.7,74.4,84.9,61.7,73.7,52.5,50.3,0,0,0,,0,0,17.2,11.4,81.3,1017.3,2.5,4.1,288.2,24.8,10,10,2023-02-18T06:41:09,2023-02-18T18:26:17,0.93,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-19,86.6,60.8,74.2,83.9,60.8,73.7,55.4,56.3,0,0,0,,0,0,16.6,8.2,78.2,1017.4,2.1,4.2,285.5,24.7,10,10,2023-02-19T06:40:44,2023-02-19T18:26:32,0.96,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-20,87.7,61.7,73.8,85.5,61.7,73.3,56.5,59.9,0,0,0,,0,0,14.5,8,73.8,1017.7,17.8,3.6,288,24.7,10,10,2023-02-20T06:40:18,2023-02-20T18:26:47,0,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-21,87.9,62.4,75.2,84.9,62.4,74.5,51.3,45.9,0,0,0,,0,0,18.3,9,60.7,1018,2.6,4,293.9,25.5,10,10,2023-02-21T06:39:51,2023-02-21T18:27:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-22,87.7,62.5,75.4,84.7,62.5,74.5,52.2,48.5,0,0,0,,0,0,19.9,10.3,74.9,1017.5,0.3,3.7,295.6,25.7,10,10,2023-02-22T06:39:23,2023-02-22T18:27:14,0.06,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-23,87.5,60.8,74.1,83.9,60.8,73.2,45.3,42,0,0,0,,0,0,24.4,13.8,69.2,1017.3,1.2,3.9,302.7,26.2,10,10,2023-02-23T06:38:55,2023-02-23T18:27:26,0.1,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-24,89.3,58.7,73.6,85.7,58.7,72.6,46.1,44.9,0,0,0,,0,0,20.6,10.3,86.6,1018,2.6,3.9,304.5,26.4,10,10,2023-02-24T06:38:26,2023-02-24T18:27:39,0.13,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-25,89.7,57.1,75,85.7,57.1,73.8,44.8,40.8,0,0,0,,0,0,24.8,13.8,67.8,1019.6,0,4,303.1,26.3,10,10,2023-02-25T06:37:56,2023-02-25T18:27:50,0.16,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-26,101.3,59.9,75.1,97.1,59.9,74.2,45.2,38.1,0,0,0,,0,0,25.1,12.8,80.3,1020.6,0,4.1,303.5,26.4,10,10,2023-02-26T06:37:25,2023-02-26T18:28:02,0.2,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-27,86,58.9,72.8,82.9,58.9,72,45.8,45.4,0,0,0,,0,0,25.3,12.8,89.4,1020.7,0,4,305.6,26.4,10,10,2023-02-27T06:36:54,2023-02-27T18:28:12,0.25,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-02-28,86.1,59,73.1,82.7,59,72.7,52.5,51.2,0,0,0,,0,0,22.8,15.8,86.2,1020.4,8,4,280.6,24.3,10,10,2023-02-28T06:36:22,2023-02-28T18:28:23,0.26,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-01,85.7,62.6,74.8,84.6,62.6,74.5,58.1,59.2,0,0,0,,0,0,25.7,14.9,91.6,1020.4,29.7,3.9,265.4,23,10,10,2023-03-01T06:35:50,2023-03-01T18:28:32,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-02,84.3,60.8,73.5,81.8,60.8,72.8,48.4,46.9,0,0,0,,0,0,27.7,19.6,81.6,1021.1,10.2,4.1,303,26.2,10,10,2023-03-02T06:35:17,2023-03-02T18:28:42,0.33,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-03,87.5,57.1,73.5,84.1,57.1,72.6,42.9,36.2,0,0,0,,0,0,30.2,17.3,83.9,1021.5,0,4.2,305.6,26.5,10,10,2023-03-03T06:34:43,2023-03-03T18:28:51,0.36,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-04,89.7,59.9,74.7,85.6,59.9,73.6,41.1,34.4,0,0,0,,0,0,29.8,17.2,74.3,1021.3,0,4.3,305.3,26.5,10,10,2023-03-04T06:34:09,2023-03-04T18:28:59,0.39,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-05,88.9,62.5,75.5,85.5,62.5,74.4,45.7,40.1,0,0,0,,0,0,25.5,18.1,91.9,1020.8,0,4.3,303.1,26.3,10,10,2023-03-05T06:33:34,2023-03-05T18:29:08,0.43,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-06,88.4,60.7,75,85,60.7,74,46.9,42.2,0,0,0,,0,0,27.1,19.5,87.7,1019.5,6.7,4.4,306.7,26.5,10,10,2023-03-06T06:32:59,2023-03-06T18:29:15,0.46,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-07,87.7,59,74.7,84,59,73.7,45.9,41.9,0,0,0,,0,0,25.9,16,81.6,1018.6,33.8,4.6,262.4,22.5,10,10,2023-03-07T06:32:24,2023-03-07T18:29:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-08,86.1,62.6,74.4,84.2,62.6,73.8,52.9,51.1,0,0,0,,0,0,26.6,19.5,77.5,1018.3,31,4.5,305.9,26.5,10,10,2023-03-08T06:31:48,2023-03-08T18:29:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-09,84.5,60.8,73.8,83.2,60.8,73.3,52.3,51,0,0,0,,0,0,24.2,13.8,80.1,1018,37.1,3.9,276.6,23.9,10,10,2023-03-09T06:31:11,2023-03-09T18:29:37,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-10,85.7,60.8,74.2,86.7,60.8,73.8,52,51.3,0,0,0,,0,0,24.8,16.1,87.6,1017.5,28.2,4.5,276,23.6,8,10,2023-03-10T06:30:34,2023-03-10T18:29:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-11,86.5,59,74.7,83.4,59,73.9,52.6,51.6,0,0,0,,0,0,23.9,13.9,75.1,1017.5,0.9,4.1,311,26.8,10,10,2023-03-11T06:29:57,2023-03-11T18:29:49,0.63,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-12,89.3,60.6,75.3,86.1,60.6,74.7,56.4,56.7,0,0,0,,0,0,21.9,11.5,94.8,1017.2,16.9,4.3,306.1,26.5,10,10,2023-03-12T06:29:19,2023-03-12T18:29:55,0.67,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-13,90.2,64.3,77.4,86.7,64.3,76.7,58.2,56.4,0,0,0,,0,0,20.4,10.2,102.9,1016.4,20,4.1,303.8,26.2,10,10,2023-03-13T06:28:42,2023-03-13T18:30:01,0.7,Clear,Partly cloudy throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-14,89.9,66.1,78.3,88.4,66.1,77.4,54.5,48.3,0,0,0,,0,0,18.6,10.9,89.1,1014.9,26.4,4.5,285,24.5,10,10,2023-03-14T06:28:03,2023-03-14T18:30:06,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-15,91.2,66.1,79,88.5,66.1,78.1,58,54.4,0,0,0,rain,0,0,19.7,9.3,116.6,1014,32,3.9,292,25.2,10,10,2023-03-15T06:27:25,2023-03-15T18:30:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"India, karnataka",2023-03-16,88.1,69.7,76.7,92.1,69.7,77.4,66.4,72.6,0.043,100,16.67,rain,0,0,17,11.4,133,1015,58.6,3.5,233.7,20.2,8,10,2023-03-16T06:26:46,2023-03-16T18:30:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
