name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,pm2p5,pm10,aqius,aod550,aqielement,conditions,icon,stations
"Karnataka,India",12.9662,77.5869,2023-07-29,27.9,20.0,23.1,29.5,20.0,23.4,19.6,81.3,0.597,100,4.17,rain,0,0,54.0,22.2,266.1,1014.1,73.3,5.6,199.7,17.4,6,10.0,6.0,11.0,19.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-07-30,30.9,20.0,24.7,33.5,20.0,25.4,19.7,75.3,0.0,0,0.0,,0,0,51.1,26.2,268.5,1013.8,57.2,7.1,190.7,16.4,6,10.0,6.0,10.0,25.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-07-31,30.9,20.9,24.8,33.5,20.9,25.4,20.1,76.7,0.1,0,0.0,rain,0,0,49.3,29.5,260.1,1013.3,51.3,7.3,224.0,19.4,7,10.0,7.0,15.0,25.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-01,29.9,21.0,24.6,32.2,21.0,25.3,20.1,77.5,0.1,0,0.0,rain,0,0,54.7,31.6,258.4,1013.5,66.9,6.1,204.1,17.6,7,10.0,5.0,11.0,25.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-02,29.9,19.9,24.3,32.3,19.9,24.7,19.0,74.1,0.1,0,0.0,rain,0,0,54.4,33.6,251.9,1014.0,58.9,6.6,176.8,15.2,6,10.0,6.0,13.0,24.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-03,30.9,20.0,24.6,32.8,20.0,25.2,19.2,73.4,0.1,0,0.0,rain,0,0,54.0,29.5,255.4,1013.7,54.8,7.2,202.6,17.6,7,10.0,6.0,12.0,25.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-04,30.9,20.0,24.9,34.2,20.0,25.7,19.9,75.2,0.8,100,8.33,rain,0,0,48.6,22.5,252.7,1015.0,51.2,6.7,194.8,16.9,7,10.0,6.0,10.0,26.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-05,30.8,20.0,24.7,33.5,20.0,25.3,19.9,76.3,0.099,0,0.0,rain,0,0,45.0,25.6,251.7,1016.6,56.0,6.8,196.3,16.9,7,10.0,7.0,12.0,27.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-06,31.8,21.0,24.8,35.4,21.0,25.7,20.9,80.2,1.989,100,4.17,rain,0,0,38.5,25.8,260.5,1015.7,58.6,6.7,231.6,20.0,9,10.0,7.0,14.0,28.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-07,31.8,20.9,24.9,34.6,20.9,25.5,19.7,74.5,0.3,0,0.0,rain,0,0,38.9,23.7,258.1,1014.2,56.6,7.5,205.8,17.7,8,10.0,8.0,16.0,31.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-08,30.8,20.0,24.6,33.4,20.0,25.3,20.0,76.8,0.995,100,4.17,rain,0,0,37.4,18.4,256.8,1014.2,58.1,6.2,191.5,16.7,7,10.0,10.0,21.0,39.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-09,31.8,20.9,25.6,34.6,20.9,26.7,20.2,73.5,0.3,0,4.17,rain,0,0,34.9,22.2,277.8,1015.5,54.5,6.9,247.5,21.4,9,10.0,10.0,21.0,41.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-10,31.8,21.0,25.8,34.6,21.0,26.8,20.2,72.7,0.9,100,12.5,rain,0,0,31.0,16.6,285.1,1015.9,57.4,6.2,240.7,20.8,8,10.0,14.0,30.0,50.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-11,32.8,21.2,25.5,35.7,21.2,26.2,20.4,74.9,0.2,0,0.0,rain,0,0,28.8,16.6,283.2,1015.1,55.3,6.6,244.4,21.2,8,10.0,21.0,42.0,64.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-12,31.8,22.0,25.5,34.6,22.0,26.3,20.4,75.1,4.0,100,4.17,rain,0,0,37.8,14.8,272.1,1014.7,59.8,6.7,273.5,23.8,9,10.0,16.0,34.0,65.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-13,30.9,20.9,25.6,33.5,20.9,26.2,19.7,72.1,0.399,100,4.17,rain,0,0,37.8,16.6,262.9,1014.5,55.0,6.8,240.1,20.8,8,10.0,13.0,30.0,55.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-14,31.9,21.0,25.6,33.9,21.0,26.4,19.6,71.1,0.2,0,0.0,rain,0,0,31.7,20.2,252.1,1014.5,61.8,6.7,266.7,23.0,9,10.0,15.0,37.0,53.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-15,30.9,20.9,25.8,32.7,20.9,26.1,18.3,65.7,0.0,0,0.0,,0,0,29.2,16.6,238.1,1014.8,48.7,6.8,279.7,24.0,9,10.0,17.0,40.0,59.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-16,31.9,21.0,26.4,33.8,21.0,26.9,18.8,65.4,0.0,0,0.0,,0,0,31.0,18.2,254.7,1015.0,46.7,7.0,283.7,24.5,9,10.0,15.0,37.0,62.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-17,30.9,21.9,26.2,33.4,21.9,27.0,19.8,69.2,0.0,0,0.0,,0,0,40.0,22.1,262.1,1014.6,53.6,6.4,258.6,22.2,9,10.0,12.0,27.0,56.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-18,30.8,21.0,24.8,33.3,21.0,25.4,19.4,73.1,0.3,0,4.17,rain,0,0,42.8,26.0,259.5,1013.7,51.3,6.3,174.5,15.0,7,10.0,8.0,17.0,41.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-19,28.9,20.0,23.1,31.1,20.0,23.4,19.8,82.7,7.957,100,4.17,rain,0,0,50.0,25.9,254.0,1013.1,75.0,5.9,191.7,16.4,8,10.0,5.0,9.0,27.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-20,30.9,20.0,24.6,32.8,20.0,25.1,19.7,75.8,0.043,0,0.0,rain,0,0,38.5,24.2,269.3,1013.0,57.1,7.1,205.8,17.6,7,10.0,7.0,15.0,24.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-21,31.9,20.9,25.4,33.2,20.9,25.9,19.4,71.3,0.0,0,0.0,,0,0,31.7,18.4,278.1,1013.0,47.3,7.1,229.8,19.8,8,10.0,12.0,27.0,37.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-22,32.8,21.0,26.3,36.6,21.0,27.4,20.4,71.2,0.3,0,0.0,rain,0,0,25.6,13.0,277.8,1012.8,49.5,7.0,255.3,22.0,8,10.0,12.0,24.0,52.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-23,31.9,21.9,26.0,34.5,21.9,26.6,19.3,68.8,0.0,0,0.0,,0,0,29.2,18.3,259.8,1013.2,53.5,7.3,283.9,24.6,10,10.0,13.0,29.0,53.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-24,30.9,21.0,25.8,32.1,21.0,26.3,18.7,66.4,0.0,0,0.0,,0,0,32.0,14.9,262.6,1013.1,51.1,6.1,273.6,23.7,9,10.0,13.0,27.0,52.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-25,32.8,20.0,25.9,33.7,20.0,26.3,18.2,65.2,0.0,0,0.0,,0,0,29.2,14.9,249.0,1013.2,47.4,6.5,287.1,24.9,10,10.0,12.0,22.0,51.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-26,32.8,21.0,26.4,35.8,21.0,27.5,20.2,70.7,4.1,100,16.67,rain,0,0,29.5,18.2,258.4,1014.1,56.6,6.4,227.6,19.6,8,10.0,8.0,12.0,42.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-27,31.1,22.6,26.2,34.2,22.6,26.9,20.1,70.5,0.8,100,8.33,rain,0,0,31.7,20.2,273.4,1015.0,63.1,6.8,218.1,18.8,8,10.0,10.0,18.0,39.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-28,31.9,22.0,27.1,33.3,22.0,27.5,18.9,63.1,0.1,0,0.0,rain,0,0,34.9,20.4,264.6,1014.2,58.6,6.9,277.7,24.0,10,10.0,10.0,19.0,42.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-29,31.9,22.9,26.4,33.3,22.9,26.9,18.8,64.5,0.0,0,0.0,,0,0,33.8,16.6,278.0,1013.5,52.8,7.0,246.3,21.2,9,10.0,8.0,16.0,38.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-30,32.9,21.9,27.3,34.3,21.9,28.0,18.8,62.2,0.0,0,0.0,,0,0,33.1,16.5,289.3,1013.6,50.8,7.1,267.8,23.0,9,10.0,10.0,19.0,38.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-08-31,30.6,20.0,25.1,32.4,20.0,25.8,20.5,77.1,65.328,100,8.33,rain,0,0,24.8,14.7,237.7,1013.6,66.9,5.7,220.6,19.0,8,10.0,14.0,22.0,46.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-01,30.8,19.0,24.0,34.2,19.0,24.6,20.5,82.2,23.957,100,4.17,rain,0,0,26.6,18.4,252.3,1013.9,76.5,6.3,228.3,19.6,8,10.0,13.0,19.0,55.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-02,28.9,22.0,24.8,31.3,22.0,25.3,21.0,80.6,0.298,100,4.17,rain,0,0,32.4,18.5,260.7,1015.0,72.6,6.1,183.7,15.8,9,10.0,10.0,16.0,51.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-03,28.9,21.7,24.4,31.1,21.7,24.8,19.9,77.1,0.005,0,0.0,rain,0,0,36.0,14.9,271.5,1012.3,70.1,6.3,198.7,17.1,7,10.0,13.0,23.0,45.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-04,26.9,21.0,23.1,28.3,21.0,23.3,19.0,78.2,0.199,0,4.17,rain,0,0,50.8,24.2,270.0,1011.2,82.5,5.6,155.9,13.3,6,0.0,14.0,23.0,54.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-05,27.9,20.0,22.5,29.9,20.0,22.6,19.7,85.3,24.881,100,12.5,rain,0,0,51.8,26.1,264.2,1011.1,88.0,5.4,208.5,18.1,8,10.0,8.0,13.0,48.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-06,28.0,20.6,23.2,30.5,20.6,23.6,20.5,85.7,0.103,0,4.17,rain,0,0,37.4,18.4,250.7,1011.5,76.7,5.9,172.7,15.0,9,10.0,5.0,7.0,25.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-07,30.9,21.0,24.3,35.0,21.0,25.1,20.4,80.3,3.994,100,4.17,rain,0,0,38.9,22.5,252.2,1012.2,70.0,6.0,143.3,12.6,6,10.0,5.0,8.0,21.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-08,29.8,20.9,24.3,32.2,20.9,24.6,20.0,78.4,0.027,0,0.0,rain,0,0,53.3,25.9,242.2,1013.4,62.2,6.9,182.1,15.8,8,10.0,4.0,7.0,21.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-09,29.9,21.0,25.0,31.8,21.0,25.6,19.8,74.7,0.2,0,0.0,rain,0,0,45.7,29.4,254.2,1012.8,56.5,7.1,203.8,17.7,8,10.0,4.0,7.0,18.0,,"o3,pm2p5",Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-10,29.0,21.0,24.6,30.6,21.0,25.0,19.8,76.1,1.0,100,4.17,rain,0,0,42.8,24.2,259.1,1012.5,62.3,7.2,190.9,16.5,7,10.0,6.0,11.0,21.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-11,29.8,20.9,24.4,32.9,20.9,25.0,20.5,80.3,0.6,100,8.33,rain,0,0,45.7,18.6,259.7,1012.8,60.9,6.4,202.1,17.3,7,10.0,5.0,9.0,23.0,,pm2p5,"Rain, Partially cloudy",rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
"Karnataka,India",12.9662,77.5869,2023-09-12,30.6,20.0,24.6,33.0,20.0,25.2,19.9,76.8,0.3,0,4.17,rain,0,0,43.2,20.3,270.3,1013.2,58.1,6.9,187.5,16.2,8,10.0,6.0,9.0,24.0,,pm2p5,Partially cloudy,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
